0 61.900856 62.460857 77.544159
1 61.696758 64.763031 72.073059
2 61.583977 55.509483 71.415794
3 60.790184 62.898022 62.391148
4 62.469475 61.853767 66.508400
5 60.630768 57.816265 70.567055
6 61.523945 59.191669 63.373737
7 60.878220 57.830307 63.279243
8 64.840706 63.508080 69.541862
9 58.934113 61.077442 65.087624
10 58.069710 52.737675 61.835537
11 57.150463 58.863323 63.533630
12 54.435802 55.805759 64.808426
13 52.584621 52.761967 57.050404
14 56.439724 53.837303 59.093487
15 60.714531 61.457954 56.613007
16 60.919353 61.237984 61.998207
17 61.504749 62.450153 57.719688
18 56.439938 54.853683 58.930088
19 50.116898 44.538544 57.708878
20 55.856678 57.615135 61.005493
21 53.565636 54.295078 56.873672
22 56.016243 55.622898 60.258877
23 60.595673 58.535053 61.286579
24 57.396370 54.089783 58.200890
25 63.049767 61.478401 58.439537
26 55.559177 54.660862 54.003288
27 56.723175 53.241413 57.227097
28 59.224140 57.180611 56.289742
29 58.154564 54.787865 65.308479
30 58.387066 59.388645 61.331535
31 55.177269 51.694748 55.517662
32 52.916302 50.805691 54.375664
33 53.082554 52.581882 57.617493
34 51.193840 50.135654 63.545742
35 60.872456 56.854439 68.958878
36 55.168068 53.369827 63.534599
37 51.458427 51.475628 57.311848
38 46.378555 43.275051 51.770565
39 51.548065 47.536102 59.996552
40 55.460915 55.387600 54.580475
41 57.402702 55.865135 62.197216
42 56.639683 54.796612 59.013336
43 54.604931 55.003277 64.388863
44 60.697079 61.464996 59.486153
45 52.948048 53.666092 60.967583
46 54.877151 54.355934 52.668179
47 55.153152 54.203568 56.279213
48 56.706924 57.714546 54.960979
49 55.112000 53.667900 60.916363
50 54.459679 51.717663 65.075867
51 57.968468 56.022335 57.173634
52 61.368481 60.469673 61.238625
53 51.064152 49.150936 57.380672
54 47.229626 42.511898 56.649536
55 54.952534 52.085342 52.675316
56 52.062672 51.011021 61.021397
57 60.133438 57.736977 55.826954
58 57.084400 57.367599 50.843693
59 53.226288 54.259235 51.286045
60 56.803036 55.365479 59.549408
61 53.890484 54.040577 57.726204
62 61.515335 61.566944 60.184155
63 59.805210 60.013363 61.158855
64 55.300499 56.854206 56.054951
65 54.112930 52.163071 50.986149
66 60.643826 61.955559 54.329742
67 61.799953 56.807053 61.235596
68 60.314167 61.602787 58.305489
69 50.430302 50.434433 59.494068
70 54.430538 53.266415 54.210186
71 54.186214 54.041405 52.416340
72 58.050007 59.604065 57.853687
73 54.379887 53.731308 58.213100
74 58.183586 59.260826 58.127464
75 58.428532 59.966934 57.503532
76 63.597149 63.250179 65.638031
77 56.089169 57.477287 55.997101
78 57.171059 56.314442 46.377575
79 58.924789 58.794075 54.118904
80 54.926041 56.510288 64.848457
81 53.073235 50.538246 58.242470
82 54.548809 51.803070 58.286709
83 57.931416 56.535671 59.860023
84 51.575150 49.556473 57.937740
85 50.990204 48.807056 52.504086
86 61.446415 63.335407 59.129555
87 59.302414 57.436649 57.787903
88 57.600445 56.867970 56.868603
89 53.212303 51.330223 62.407997
90 56.071167 56.855228 61.962730
91 53.029037 52.037807 56.631180
92 54.001907 52.852493 51.396439
93 50.080715 48.841267 53.285927
94 58.891216 56.751873 61.758049
95 60.496864 61.126690 58.495197
96 59.497395 61.014915 61.556648
97 60.630997 61.563789 62.447037
98 57.551388 58.748260 57.573540
99 58.069595 57.457909 62.113762
100 52.753315 51.938049 59.460178
